"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Тонга;27.12.2020;0;0;0;0;0;0
Ирландия;01.04.2021;236600;23364;4705;746;0;18
Бахрейн;27.12.2020;91733;89456;351;215;130;0
Венесуэла;20.10.2020;87644;80316;747;1008;622;11
Малави;07.05.2021;34158;32145;1152;7;10;0
Палау;30.11.2020;0;0;0;0;0;0
Перу;09.05.2021;1850290;1798844;173103;5234;5454;578
Эстония;10.03.2021;78973;57463;677;1482;257;8
Индонезия;04.11.2020;421731;353282;14259;3356;3785;113
Шри-Ланка;26.01.2021;59922;51046;288;755;709;1
Узбекистан;05.11.2020;68009;65254;579;230;253;2
ДР Конго;14.05.2021;30511;26601;775;33;0;0
Кирибати;21.06.2021;2;0;0;0;0;0
Гана;22.03.2021;89682;85761;725;0;0;0
Буркина-Фасо;20.03.2021;12516;12029;145;66;31;0
Габон;15.04.2021;21566;18219;132;0;0;0
Ямайка;15.03.2021;31305;15253;492;806;114;7
Мали;11.08.2020;2577;1973;125;4;4;0
Казахстан;09.09.2020;134726;106424;1948;523;355;0
Мексика;12.07.2020;299750;234905;35006;4482;5049;276
Судно "MS Zaandam";02.03.2021;9;7;2;0;0;0
Хорватия;05.01.2021;214390;204303;4179;1071;1009;53
Австрия;27.05.2021;643168;626259;10573;585;806;7
Армения;05.06.2021;223143;214268;4454;93;209;2
Коморские острова;21.10.2020;504;494;7;0;0;0
Кения;26.06.2021;182393;124392;3574;508;539;18
Summer Olympics 2020;26.01.2021;0;0;0;0;0;0
Испания;21.10.2020;1005295;150376;34366;16973;0;156
Барбадос;20.10.2020;222;204;7;0;1;0
Лесото;04.02.2021;8969;2601;178;0;0;0
Сербия;19.08.2020;30048;0;684;158;0;3
Западный берег реки Иордан;24.01.2021;155414;144910;1791;408;613;8
Болгария;21.11.2020;120697;35752;2820;2279;1364;42
Судно "Diamond Princess";24.02.2021;712;699;13;0;0;0
Гвинея;27.06.2021;23692;22392;168;0;0;0
Багамские острова;19.06.2021;12295;11230;241;53;22;1
Парагвай;29.07.2020;4866;3169;46;192;130;1
Марокко;07.11.2020;252185;205556;4197;5836;4602;70
Гондурас;10.07.2020;27053;2850;750;669;71;46
Мьянма;12.11.2020;65598;49563;1508;1145;1031;28
Коста-Рика;17.04.2021;228577;196974;3071;0;0;0
Сент-Люсия;25.02.2021;3149;2879;34;0;0;0
Судан;29.07.2020;11579;6001;725;83;0;0
Люксембург;30.06.2020;4299;3998;110;43;1;0
Камерун;20.09.2020;20431;19124;416;0;0;0
Косово и Метохия;30.12.2020;50910;40425;1325;0;0;0
Греция;22.05.2021;388929;93764;11734;1503;0;37
Финляндия;14.04.2021;82964;46000;881;400;0;4
Гайана;22.08.2020;925;433;31;44;0;1
Колумбия;04.02.2021;2135412;2001135;55131;9790;12177;254
Киргизия;10.12.2020;76391;68894;1306;379;0;0
Гренада;26.07.2020;23;23;0;0;0;0
Канада;22.03.2021;943715;886109;22717;4859;4083;40
Оман;03.06.2021;220702;202021;2385;1173;908;15
Уганда;10.08.2020;1297;1137;9;14;22;2
Эквадор;30.06.2020;56432;27594;4527;767;164;25
Монголия;21.07.2020;287;213;0;0;0;0
Сейшельские острова;26.09.2020;141;140;0;2;0;0
Сомали;15.05.2021;14486;6325;753;0;0;0
Монако;07.10.2020;227;202;2;3;4;0
Грузия;05.10.2020;8696;4619;54;578;375;4
Норвегия;28.11.2020;35546;17998;328;353;0;0
США;28.01.2021;25886009;"";439950;166681;"";3850
Кот-д’Ивуар;25.06.2021;48058;47511;309;0;0;0
Малайзия;16.05.2021;470110;426318;1902;3780;3990;36
Уругвай;25.12.2020;15848;10479;143;391;439;8
Чад;06.03.2021;4161;3607;140;72;35;0
Нигерия;24.07.2020;39539;16559;845;591;498;12
Соломоновы острова;02.11.2020;13;4;0;5;0;0
Великобритания;13.05.2021;4460405;15201;127912;2663;43;11
Исландия;05.02.2021;6021;5959;29;5;5;0
Marshall Islands;02.06.2021;4;4;0;0;0;0
Папский Престол;20.12.2020;27;15;0;0;0;0
Эсватини;15.11.2020;6095;5779;119;2;8;0
Аргентина;04.06.2021;3915397;3465137;80411;30950;26700;538
Кипр;03.09.2020;1495;1139;21;5;0;0
Никарагуа;09.05.2021;6989;4225;183;0;0;0
Мозамбик;04.04.2021;68119;57124;782;114;159;0
Украина;05.11.2020;443630;192602;8148;10138;8461;196
Сальвадор;17.03.2021;62691;59576;1962;160;0;4
Доминика;15.07.2020;18;18;0;0;0;0
Бутан;19.10.2020;330;301;0;3;0;0
Гамбия;24.09.2020;3552;2012;110;10;1;0
Германия;28.01.2021;2194562;1915501;55883;14883;33568;1385
Самоа;11.06.2021;3;3;0;0;0;0
Нидерланды;29.11.2020;527336;6921;9426;5697;32;23
Бахрейн;01.12.2020;87137;85357;341;181;216;0
Ирландия;06.03.2021;222699;23364;4419;530;0;14
Тонга;01.12.2020;0;0;0;0;0;0
Маврикий;19.09.2020;366;338;10;0;0;0
Таиланд;09.10.2020;3634;3445;59;6;4;0
Франция;13.10.2020;800216;105203;32955;13626;1168;128
Руанда;04.03.2021;19334;17682;266;136;113;1
Словакия;24.10.2020;40801;9920;159;2890;1061;25
Молдавия;08.05.2021;252604;243195;5943;191;399;14
Либерия;01.01.2021;1800;1406;83;0;0;0
Вануату;07.01.2021;1;1;0;0;0;0
Тунис;25.03.2021;248037;214407;8663;783;438;26
Экваториальная Гвинея;09.06.2021;8640;8303;118;0;0;0
Гватемала;13.05.2021;238787;218321;7832;1105;1102;17
Камбоджа;26.09.2020;276;274;0;1;0;0
Италия;12.01.2021;2303263;1653404;79819;14242;19565;616
Бенин;08.05.2021;7884;7652;100;0;0;0
Алжир;21.07.2020;24278;16646;1100;587;246;13
Бруней;04.06.2021;244;231;3;0;0;0
Сьерра-Леоне;04.09.2020;2041;1602;71;6;2;0
Сент-Китс и Невис;16.07.2020;17;15;0;0;0;0
Эфиопия;01.08.2020;17999;7195;284;469;245;10
Албания;01.08.2020;5396;2961;161;120;9;4
Австралия;01.11.2020;27601;22204;907;6;16;0
Micronesia;14.09.2020;0;0;0;0;0;0
Панама;15.08.2020;80665;53857;1746;1263;971;12
Мавритания;18.05.2021;18905;18163;457;47;30;0
Фиджи;21.07.2020;27;18;0;0;0;0
Танзания;13.10.2020;509;183;21;0;0;0
Иордания;09.07.2020;1169;982;10;0;5;0
Мальта;07.09.2020;2076;1690;14;37;63;0
Мальдивы;29.11.2020;12994;11902;46;47;121;0
Швеция;16.07.2020;73936;0;5593;273;0;21
Турция;29.12.2020;2178580;2058437;20388;15805;21004;253
ОАЭ;01.08.2020;60760;54255;351;254;346;0
Ливан;28.04.2021;524241;455115;7224;1478;1250;27
Зимбабве;19.05.2021;38612;36416;1583;17;45;0
Чехия;06.10.2020;90022;48788;794;4456;2152;36
Бурунди;16.03.2021;2461;773;3;0;0;0
Нигер;09.02.2021;4643;4002;167;22;19;1
Лаос;24.10.2020;24;22;0;0;0;0
Ливия;22.06.2021;191253;176649;3181;215;199;3
Новая Зеландия;03.02.2021;2313;2228;25;5;6;0
Суринам;29.03.2021;9104;8585;177;7;6;0
Польша;14.07.2020;38457;27756;1588;267;241;12
Гаити;18.04.2021;12918;11791;251;33;0;0
Саудовская Аравия;28.05.2021;447178;429663;7320;1215;1161;11
Индия;14.12.2020;9906165;9422636;143709;22065;34477;354
Того;23.02.2021;6466;5388;81;118;65;0
Сан-Марино;19.05.2021;5089;4974;90;0;0;0
Латвия;03.03.2021;88022;77135;1654;919;924;16
Япония;10.10.2020;88921;80798;1628;678;658;3
Уганда;04.01.2021;36050;12267;274;128;230;0
Замбия;06.06.2021;100278;93374;1308;738;338;5
Мадагаскар;15.06.2021;41966;40279;891;18;15;2
Сейшельские острова;18.10.2020;148;148;0;0;0;0
Оман;12.05.2021;202713;186391;2148;0;0;0
Монако;23.11.2020;583;518;3;1;6;0
Монголия;16.08.2020;298;276;0;0;0;0
Эквадор;06.07.2020;62380;28872;4821;422;150;40
Marshall Islands;11.05.2021;4;4;0;0;0;0
Папский Престол;28.11.2020;27;15;0;0;0;0
Исландия;27.02.2021;6049;6006;29;0;0;0
Черногория;24.06.2021;100131;98243;1609;14;22;1
Грузия;25.11.2020;114889;95581;1085;3071;3366;34
Чад;01.04.2021;4552;4149;164;19;9;0
Уругвай;03.12.2020;6455;4707;80;230;123;0
Малайзия;22.05.2021;505115;449233;2199;6320;4694;50
США;02.01.2021;20622975;"";356547;296628;"";2599
Норвегия;20.12.2020;43905;17998;404;323;0;0
Кот-д’Ивуар;15.06.2021;47909;47266;306;149;27;0
Нигерия;15.08.2020;48770;36290;974;325;292;1
Соломоновы острова;12.11.2020;16;5;0;0;0;0
Гондурас;04.07.2020;22921;2387;629;805;137;24
Сент-Люсия;30.01.2021;1195;618;13;0;0;0
Коста-Рика;23.04.2021;236930;199982;3136;1656;203;11
Мьянма;24.09.2020;8515;2381;155;688;296;22
Марокко;17.11.2020;301604;247594;4932;5415;4235;82
Парагвай;08.08.2020;6705;5181;72;197;58;3
Афганистан;24.04.2021;58730;52392;2572;188;29;7
Киргизия;16.12.2020;78151;71270;1317;0;0;0
Гайана;15.12.2020;5973;5144;156;30;67;0
Колумбия;26.02.2021;2244792;2141874;59518;3567;3681;122
Гренада;21.08.2020;24;24;0;0;0;0
Люксембург;22.02.2021;54172;50931;628;390;545;6
Джибути;18.07.2020;5003;4809;56;0;0;0
Ангола;03.06.2021;35140;28646;784;180;382;4
Косово и Метохия;21.01.2021;57028;50186;1433;616;471;13
Египет;27.06.2021;280394;210052;16092;389;657;30
Судан;08.08.2020;11894;6243;773;0;0;0
Камерун;29.08.2020;19142;17651;411;0;0;0
Финляндия;20.04.2021;84501;46000;893;214;0;2
Хорватия;15.01.2021;223812;214609;4550;715;1239;33
Мексика;02.07.2020;238511;183757;29189;6741;5231;679
Казахстан;30.08.2020;130673;101553;1878;633;162;97
Мали;05.08.2020;2546;1950;124;3;4;0
Судно "MS Zaandam";28.03.2021;9;7;2;0;0;0
Summer Olympics 2020;04.08.2020;0;0;0;0;0;0
Судно "Diamond Princess";29.01.2021;712;699;13;0;0;0
Западный берег реки Иордан;29.12.2020;135459;113082;1351;1149;2155;19
Болгария;26.10.2020;40132;18650;1136;2243;296;42
Коморские острова;29.09.2020;479;464;7;1;6;0
Армения;10.05.2021;219353;205200;4249;83;622;15
Австрия;17.05.2021;637573;617307;10480;476;1159;6
Лесото;10.07.2020;184;26;1;50;6;0
Испания;29.09.2020;748266;150376;31411;0;0;0
Барбадос;24.09.2020;189;174;7;0;0;0
Сербия;11.01.2021;361782;0;3610;2093;0;28
Кения;20.06.2021;179075;122704;3456;283;73;9
Эстония;20.03.2021;94028;67498;780;1248;2459;11
Шри-Ланка;04.01.2021;45242;37817;215;468;565;4
Индонезия;10.11.2020;444348;375741;14761;3779;3475;72
Палау;26.12.2020;0;0;0;0;0;0
Португалия;08.06.2021;853632;812964;17037;598;790;1
Узбекистан;17.10.2020;62809;59756;522;221;132;2
Венесуэла;24.09.2020;70406;59745;581;967;986;7
Перу;04.06.2021;1976166;1929264;185813;10734;10508;871
Буркина-Фасо;10.03.2021;12230;11886;143;43;26;0
Габон;25.04.2021;22433;19074;138;0;0;0
Кирибати;27.06.2021;2;0;0;0;0;0
ДР Конго;24.05.2021;30863;27603;779;0;0;0
Гана;16.03.2021;88228;83829;698;243;208;7
Новая Зеландия;29.07.2020;1560;1514;22;1;0;0
Лаос;14.12.2020;41;34;0;0;1;0
Нигер;27.07.2020;1132;1027;69;-4;0;0
Лихтенштейн;14.06.2021;3118;2948;58;0;0;0
Пакистан;23.04.2021;790016;686488;16999;5908;4198;157
Того;10.08.2020;1067;729;25;7;0;2
Индия;24.10.2020;7864811;7078123;118534;50129;62077;578
Катар;30.03.2021;179184;163684;289;720;412;3
Нидерланды;01.04.2021;1301127;16306;16713;8321;97;24
Россия;21.09.2020;1105048;909026;19420;6090;2595;71
Руанда;27.12.2020;7970;6289;74;153;62;2
Мальдивы;07.10.2020;10656;9547;34;35;81;0
Иордания;22.01.2021;318911;304996;4207;730;796;9
Сирия;17.06.2021;24991;21709;1832;45;10;6
Чехия;26.11.2020;511520;431874;7779;6305;14217;168
ОАЭ;04.02.2021;316875;293180;888;3249;3904;10
Бельгия;06.01.2021;655732;0;19883;2997;0;56
Италия;24.06.2021;4255700;4066029;127362;266;6566;10
Австралия;01.09.2020;25923;18695;663;104;339;6
Micronesia;20.11.2020;0;0;0;0;0;0
Албания;04.02.2021;81993;49543;1418;1052;585;14
Сьерра-Леоне;25.10.2020;2346;1787;74;1;3;0
Сент-Китс и Невис;19.01.2021;35;33;0;0;0;0
Эфиопия;04.02.2021;140157;124242;2126;749;254;4
Беларусь;27.04.2021;354669;344950;2512;823;744;10
Бруней;01.02.2021;180;170;3;0;0;0
Фиджи;11.02.2021;56;54;2;0;0;0
Танзания;21.12.2020;509;183;21;0;0;0
Литва;21.05.2021;269363;244635;4161;679;283;6
Куба;03.06.2021;145567;138621;985;1053;1007;8
Швейцария;17.06.2021;701454;317600;10759;194;0;2
Камбоджа;10.12.2020;357;307;0;1;0;0
Гвинея-Бисау;07.01.2021;2455;2398;45;0;0;0
Иран;25.05.2021;2855396;2362428;79056;11873;14676;208
Алжир;11.02.2021;110049;75436;2930;267;193;4
Сингапур;22.05.2021;61799;61277;32;29;35;0
Мавритания;14.02.2021;16974;16240;430;9;25;2
Боливия;13.03.2021;259004;204211;11944;680;745;14
Словакия;14.12.2020;133489;98585;1205;505;1517;30
Андорра;10.06.2021;13805;13578;127;14;9;0
Босния и Герцеговина;13.03.2021;142160;120158;5446;0;0;0
Сент-Винсент и Гренадины;19.05.2021;1949;1780;12;9;6;0
Тонга;01.10.2020;0;0;0;0;0;0
Бахрейн;01.10.2020;71374;65550;254;510;712;3
Восточный Тимор;28.06.2021;9055;8233;21;20;57;0
Антигуа и Барбуда;24.03.2021;1080;715;28;0;0;0
Франция;21.12.2020;2535757;190296;61018;5960;658;354
ЦАР;15.06.2021;7101;6859;98;0;0;0
Таиланд;25.12.2020;6020;4152;60;110;15;0
Маврикий;11.11.2020;453;416;10;0;0;0
Кипр;26.10.2020;3545;1882;25;101;0;0
Эсватини;15.09.2020;5128;4401;101;24;27;0
Латвия;24.12.2020;34754;23402;486;1270;879;7
Германия;07.07.2020;198343;182661;9032;279;501;10
Бутан;19.12.2020;443;423;0;0;1;0
Бангладеш;13.03.2021;556236;510310;8527;1014;1138;12
Доминика;20.01.2021;113;104;0;3;2;0
Украина;28.08.2020;117172;57051;2499;2509;902;50
Канада;17.09.2020;143149;124984;9267;879;572;5
Словения;02.03.2021;191056;175210;3863;732;0;9
Мадагаскар;17.01.2021;18301;17609;273;300;162;6
ЮАР;25.03.2021;1541563;1467254;52535;1554;659;163
Дания;02.04.2021;232665;221045;2425;708;659;1
Тринидад и Тобаго;04.05.2021;11706;8832;185;235;99;6
Замбия;26.01.2021;47622;40362;672;1476;1723;12
Южная Корея;16.06.2021;149731;141029;1994;540;591;1
Республика Конго;19.04.2021;10084;8208;139;0;0;0
Монако;03.04.2021;2326;2155;29;6;12;1
Южный Судан;13.06.2021;10688;10514;115;0;0;0
Индонезия;20.09.2020;244676;177327;9553;3989;2977;105
Шри-Ланка;29.06.2020;2039;1678;11;2;17;0
Черногория;12.01.2021;53338;42995;730;519;426;1
Грузия;05.04.2021;284061;275024;3822;228;425;11
Венесуэла;08.12.2020;105384;100476;928;480;494;4
Намибия;15.05.2021;50949;47946;705;216;170;1
Палау;12.10.2020;0;0;0;0;0;0
Венгрия;02.06.2021;804987;705378;29774;275;2026;13
Гвинея;17.08.2020;8620;7472;51;138;108;0
Западный берег реки Иордан;01.07.2020;2758;460;8;330;9;0
Болгария;03.09.2020;16775;11935;658;158;175;10
Судно "Diamond Princess";03.08.2020;712;651;13;0;0;0
Доминиканская Республика;21.04.2021;262404;219645;3435;556;383;9
Афганистан;02.11.2020;41501;34342;1536;76;16;0
Белиз;28.04.2021;12639;12198;323;8;5;1
Испания;07.12.2020;1702328;150376;46646;17681;0;394
Барбадос;08.12.2020;289;263;7;2;3;0
Коморские острова;07.12.2020;616;600;7;0;0;0
Таджикистан;14.04.2021;13714;13218;91;0;0;0
Ангола;29.01.2021;19723;17918;464;51;226;0
Китай;06.05.2021;103759;98387;4858;28;26;0
Люксембург;10.05.2021;68431;65460;804;278;517;3
Северная Македония;12.03.2021;111077;96925;3280;868;355;15
Греция;20.07.2020;4012;1374;195;5;0;1
Хорватия;20.07.2020;4370;3101;122;25;83;2
Гайана;16.03.2021;9238;8359;208;51;48;1
Мали;31.01.2021;8091;5945;330;22;8;0
Египет;05.01.2021;144583;115414;7918;1119;813;55
Казахстан;30.10.2020;149066;134997;2219;587;151;0
Мексика;28.12.2020;1389430;1048539;122855;5996;9773;429
Израиль;24.04.2021;837974;829811;6350;82;115;4
Джибути;13.01.2021;5891;5808;61;12;7;0
Гренада;16.02.2021;148;146;1;0;0;0
Ирак;21.03.2021;793892;715073;14007;4502;4374;38
Колумбия;07.08.2020;367204;198495;12250;9494;6140;311
Киргизия;18.10.2020;52044;45736;1111;554;227;3
Судан;01.03.2021;30364;22975;1890;17;68;10
Камерун;04.11.2020;22103;21151;429;0;0;0
Косово и Метохия;10.07.2020;4307;2095;94;207;32;8
Сент-Люсия;02.08.2020;25;22;0;0;0;0
Гондурас;30.12.2020;120912;56580;3111;0;0;0
Парагвай;01.03.2021;160448;134392;3198;974;957;17
Сербия;25.06.2021;716172;0;7024;76;0;5
Марокко;17.09.2020;94504;74930;1714;2488;1962;28
Румыния;16.06.2021;1079983;1044687;32028;104;124;71
Малави;01.07.2020;1265;260;16;41;0;2
Сан-Томе и Принсипи;22.03.2021;2157;1988;34;12;19;0
Исландия;06.08.2020;1932;1825;10;6;0;0
Папский Престол;08.10.2020;12;12;0;0;0;0
Азербайджан;10.04.2021;283579;249013;3879;2192;1554;33
Нигерия;18.02.2021;150246;126417;1803;877;695;16
Соломоновы острова;22.09.2020;0;0;0;0;0;0
Чили;23.03.2021;942958;882772;22384;4864;5583;25
Норвегия;14.10.2020;15953;11863;277;160;0;0
Вьетнам;22.05.2021;5119;2721;42;178;32;1
Португалия;28.01.2021;685383;493699;11608;16432;8946;303
Уругвай;03.10.2020;2122;1831;48;25;7;0
Сейшельские острова;16.12.2020;185;184;0;0;0;0
Кабо-Верде;05.04.2021;17939;16587;173;68;107;0
Эквадор;25.01.2021;241567;204071;14639;275;0;16
Монголия;21.02.2021;2693;1933;2;55;87;0
Ямайка;25.08.2020;1732;840;19;120;21;3
ЦАР;25.06.2021;7139;6859;98;0;0;0
Франция;29.11.2020;2272523;167005;52410;9763;290;198
Филиппины;12.06.2021;1308352;1225359;22652;8003;8862;145
Маврикий;05.11.2020;453;416;10;1;0;0
Таиланд;03.12.2020;4053;3839;60;14;7;0
Бахрейн;11.10.2020;75614;71249;275;327;441;2
Сенегал;12.06.2021;41952;40489;1150;52;40;0
Тонга;11.10.2020;0;0;0;0;0;0
Антигуа и Барбуда;14.03.2021;963;598;27;1;6;0
Восточный Тимор;18.06.2021;8602;7397;19;98;97;0
Бангладеш;19.03.2021;566838;518841;8642;1899;1618;18
Бутан;09.12.2020;433;395;0;0;2;0
Украина;19.09.2020;177048;79671;3585;3345;1398;50
Доминика;10.01.2021;106;98;0;0;0;0
Польша;28.05.2021;2870595;2634711;73557;943;2228;117
Кипр;21.11.2020;8211;2055;43;232;0;2
